group	x	y
1	0.444141818861243	0
2	0.099023799224137	0
3	0	0
4	0.465916902591276	0
5	0.157972061849815	0
6	0.365375251470318	0
7	0.418942933812112	1
8	0.157972061849815	0
9	0.472567046772945	0.999651144885189
10	0.540719458208933	0
11	0.260527340495473	0
12	0.157972061849815	0
13	0.512748801280508	0
14	0.303761942196893	0
15	0.321577871242834	0
16	0	0
17	0.099023799224137	0.994432443731949
18	0.233331628726481	0.99996663004302
19	0.157972061849815	0
20	0.560854676851335	0.99815418669389
21	0.377632772273028	0
22	0.321577871242834	0
23	0.099023799224137	0
24	0.70086893447731	0
25	0.522614502653973	0
26	0.635750420052116	0
27	0.877508794039434	0
28	0.612498143917251	0
29	0.801629416639575	0
30	0.303761942196893	0
31	0.708859313548984	0
32	0.775217821657991	0
33	1	0
34	0.767651327748505	0
35	0.695886922369676	0
36	0.776271991272116	0
37	0	0
38	0.507582432584552	0
39	0.540719458208933	0
40	0	0
41	0	0
42	0.337571577158196	0
43	0	0
44	0.527332239393667	0
45	0.683656374279841	0
46	0.536377667556286	0
47	0	0
48	0.568265087066992	0
49	0.813032801330395	0
50	0.816395208491173	0
51	0.337571577158196	0
52	0.804328663988756	0
53	0.757404171591247	0.99974135430709
54	0.35208601959485	0
55	0.377632772273028	0.999746803054018
56	0.536377667556286	0
57	0.283644696211045	0
58	0.645127849632617	0
59	0.436174578863976	0
60	0.399624981535575	0
61	0.303761942196893	0
62	0	0
63	0.260527340495473	0.99586840962434
64	0.399624981535575	0
65	0	0.995460443489239
66	0.757404171591247	0
67	0.512748801280508	0
68	0	0
69	0.568265087066992	0
