group	x	y
1	0.169403505721883	0.444141818861243
2	0	0.099023799224137
3	0.317009969846252	0
4	0.258205104486051	0.465916902591276
5	0.422204968322776	0.157972061849815
6	0.169403505721883	0.365375251470318
7	0.317009969846252	0.418942933812112
8	0.258205104486051	0.157972061849815
9	0.39438552324058	0.472567046772945
10	0.445624003885598	0.540719458208933
11	0.360363024733591	0.260527340495473
12	0.258205104486051	0.157972061849815
13	0	0.512748801280508
14	0.465771524694586	0.303761942196893
15	0	0.321577871242834
16	0.258205104486051	0
17	0.317009969846252	0.099023799224137
18	0	0.233331628726481
19	0	0.157972061849815
20	0	0.560854676851335
21	0.317009969846252	0.377632772273028
22	0	0.321577871242834
23	0.169403505721883	0.099023799224137
24	0.985558478976986	0.70086893447731
25	0.616434193061351	0.522614502653973
26	0.718416149253425	0.635750420052116
27	0.84426404878118	0.877508794039434
28	0.862868240073119	0.612498143917251
29	0.942555756989177	0.801629416639575
30	0.872764111466393	0.303761942196893
31	0.566776548484393	0.708859313548984
32	0.941490589445276	0.775217821657991
33	1	1
34	0.794398902217078	0.767651327748505
35	0	0.695886922369676
36	0.88563727779293	0.776271991272116
37	0	0
38	0	0.507582432584552
39	0.946641899387505	0.540719458208933
40	0.667005652594567	0
41	0	0
42	0	0.337571577158196
43	0	0
44	0.422204968322776	0.527332239393667
45	0.769423653724172	0.683656374279841
46	0	0.536377667556286
47	0.740417248025617	0
48	0.798263912404431	0.568265087066992
49	0.703963990782225	0.813032801330395
50	0.860721602898105	0.816395208491173
51	0.706521502279326	0.337571577158196
52	0.622090557991227	0.804328663988756
53	0	0.757404171591247
54	0.732980777517359	0.35208601959485
55	0.99593675229026	0.377632772273028
56	0.877081051041197	0.536377667556286
57	0.729036087796275	0.283644696211045
58	0	0.645127849632617
59	0.169403505721883	0.436174578863976
60	0.169403505721883	0.399624981535575
61	0.70134040444043	0.303761942196893
62	0	0
63	0	0.260527340495473
64	0.670631664251892	0.399624981535575
65	0	0
66	0.422204968322776	0.757404171591247
67	0	0.512748801280508
68	0	0
69	0	0.568265087066992
