group	x	y
1	0.465226038091256	0.612982832685876
2	0.465226038091256	0.845974223443603
3	0	0.815081946137777
4	0	0.995758668017739
5	0.671687549536874	0.956426955397742
6	0	0.648712793840218
7	0.518386257268759	0.632058653664085
8	0	0.492468707887652
9	0.518386257268759	1
10	0	0
11	0.61565564050935	0.870935000397467
12	0.671687549536874	0.439741103074338
13	0.389115154763847	0.959658598441364
14	0	0.934316430484217
15	0.589897343346465	0.938831009864463
16	0.265411687635376	0.590798883886382
17	0.389115154763847	0.590798883886382
18	0.589897343346465	0.532564766910784
19	0	0.492468707887652
20	0.558355802472141	0.780879585284708
21	0.671687549536874	0.906992679299164
22	0.389115154763847	0.793811621480284
23	0.65567714355498	0.709002797785044
24	0	0
25	0	0
26	0	0
27	0.959303945327383	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0.982131831780221	0
33	0	0
34	0	0
35	0	0
36	0.803481365143912	0
37	1	0
38	0.61565564050935	0
39	0	0
40	0	0
41	0.889641494787491	0
42	0.265411687635376	0
43	0	0
44	0.957464804156625	0
45	0.862653298308662	0
46	0.745152594199781	0
47	0	0.663434138481667
48	0	0
49	0	0.532564766910784
50	0	0.590798883886382
51	0	0
52	0	0.914979256912129
53	0	0
54	0.795450643550733	0
55	0	0
56	0	0.532564766910784
57	0.92375488333119	0
58	0	0.663434138481667
59	0.857551788968889	0.875301384064884
60	0	0
61	0	0.850108582116281
62	0	0
63	0.786534617022977	0
64	0	0
65	0.864264191369715	0
66	0.853904554681412	0.564504842031933
67	0.962521898586759	0.492468707887652
68	0.810767191166044	0
69	0	0.648712793840218
