colour	x	y	showSelectedlegendcolour	clickSelects	showSelected1	fill
#A3A500	-0.235426832407298	0.25	AllSoilM1M3-LowMelanM1	Bacillus, Bradyrhizobium	0	#A3A500
#A3A500	-0.847123265563805	0.144927536231884	AllSoilM1M3-LowMelanM1	Bacillus, Burkholderia	0	#A3A500
#A3A500	-0.114537785053076	-0.478260869565217	AllSoilM1M3-LowMelanM1	Bacillus, Chitinophaga	0	#A3A500
#A3A500	0.371903680925152	-0.110507246376812	AllSoilM1M3-LowMelanM1	Bacillus, Flavobacterium	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Bacillus, Gp16	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Bacillus, Gp6	0	#A3A500
#A3A500	0.253037045042627	-0.217391304347826	AllSoilM1M3-LowMelanM1	Bacillus, Labrys	0	#A3A500
#A3A500	0.621328726421011	-0.152173913043478	AllSoilM1M3-LowMelanM1	Bacillus, Mucilaginibacter	0	#A3A500
#A3A500	-0.419297508659749	0	AllSoilM1M3-LowMelanM1	Bacillus, Mycobacterium	0	#A3A500
#A3A500	0.241100927033879	0	AllSoilM1M3-LowMelanM1	Bacillus, Paenibacillus	0	#A3A500
#A3A500	0.630291075816333	-0.478260869565217	AllSoilM1M3-LowMelanM1	Bacillus, Pedobacter	0	#A3A500
#A3A500	0.126014413779332	-0.351449275362319	AllSoilM1M3-LowMelanM1	Bacillus, Pseudomonas	0	#A3A500
#A3A500	-0.567813542401772	-0.0434782608695652	AllSoilM1M3-LowMelanM1	Bacillus, Rhizobium	0	#A3A500
#A3A500	0.0760833278603912	0.0416666666666667	AllSoilM1M3-LowMelanM1	Bacillus, Spartobacteria_genera_incertae_sedis	0	#A3A500
#A3A500	-0.464992244134579	0	AllSoilM1M3-LowMelanM1	Bacillus, Sphingomonas	0	#A3A500
#A3A500	-0.259929041316737	-0.141304347826087	AllSoilM1M3-LowMelanM1	Bacillus, Absidia	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Bacillus, Amphinema	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Bacillus, Cenococcum	0	#A3A500
#A3A500	0.555486256916953	-0.373188405797101	AllSoilM1M3-LowMelanM1	Bacillus, Chaetomium	0	#A3A500
#A3A500	0.40065469654814	0.393115942028985	AllSoilM1M3-LowMelanM1	Bacillus, Inocybe	0	#A3A500
#A3A500	-0.663300168849501	-0.0036231884057971	AllSoilM1M3-LowMelanM1	Bacillus, Metarhizium	0	#A3A500
#A3A500	-0.511849015253514	-0.0434782608695652	AllSoilM1M3-LowMelanM1	Bacillus, Mortierella	0	#A3A500
#A3A500	-0.368168253616419	0.333333333333333	AllSoilM1M3-LowMelanM1	Bacillus, Penicillium	0	#A3A500
#A3A500	0.530731660308083	0.264492753623188	AllSoilM1M3-LowMelanM1	Bacillus, Phialocephala	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Bacillus, Russula	0	#A3A500
#A3A500	-0.10333063892202	0.0579710144927536	AllSoilM1M3-LowMelanM1	Bacillus, Tomentella	0	#A3A500
#A3A500	-0.557620992565169	-0.219202898550725	AllSoilM1M3-LowMelanM1	Bacillus, Trichoderma	0	#A3A500
#A3A500	-0.724671913959997	0.331521739130435	AllSoilM1M3-LowMelanM1	Bacillus, Umbelopsis	0	#A3A500
#A3A500	0.264816141954267	0.394927536231884	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Burkholderia	0	#A3A500
#A3A500	0.0147456657276319	-0.228260869565217	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Chitinophaga	0	#A3A500
#A3A500	-0.642585777097906	0.139492753623188	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Flavobacterium	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Gp16	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Gp6	0	#A3A500
#A3A500	-0.185448163608392	0.0326086956521739	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Labrys	0	#A3A500
#A3A500	-1.23706381749096	0.0978260869565217	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Mucilaginibacter	0	#A3A500
#A3A500	0.384653548455568	0.25	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Mycobacterium	0	#A3A500
#A3A500	0.00811383980587344	0.25	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Paenibacillus	0	#A3A500
#A3A500	-0.81926107864544	-0.228260869565217	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Pedobacter	0	#A3A500
#A3A500	-0.0698128981692484	-0.101449275362319	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Pseudomonas	0	#A3A500
#A3A500	0.351195156250703	0.206521739130435	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Rhizobium	0	#A3A500
#A3A500	0.346690476919543	0.291666666666667	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Spartobacteria_genera_incertae_sedis	0	#A3A500
#A3A500	0.213160592810155	0.25	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Sphingomonas	0	#A3A500
#A3A500	0.667034433908254	0.108695652173913	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Absidia	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Amphinema	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Cenococcum	0	#A3A500
#A3A500	-0.0777350970865149	-0.123188405797101	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Chaetomium	0	#A3A500
#A3A500	-0.222120289130929	0.643115942028986	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Inocybe	0	#A3A500
#A3A500	0.491729795555477	0.246376811594203	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Metarhizium	0	#A3A500
#A3A500	0.233697076429682	0.206521739130435	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Mortierella	0	#A3A500
#A3A500	0.527767190377789	0.583333333333333	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Penicillium	0	#A3A500
#A3A500	-0.132847280629915	0.514492753623188	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Phialocephala	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Russula	0	#A3A500
#A3A500	0.172270130502613	0.307971014492754	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Tomentella	0	#A3A500
#A3A500	0.144306370479453	0.0307971014492754	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Trichoderma	0	#A3A500
#A3A500	0.24347668733486	0.581521739130435	AllSoilM1M3-LowMelanM1	Bradyrhizobium, Umbelopsis	0	#A3A500
#A3A500	0.49794075843501	-0.333333333333333	AllSoilM1M3-LowMelanM1	Burkholderia, Chitinophaga	0	#A3A500
#A3A500	-0.4880673337733	0.0344202898550725	AllSoilM1M3-LowMelanM1	Burkholderia, Flavobacterium	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Burkholderia, Gp16	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Burkholderia, Gp6	0	#A3A500
#A3A500	-0.20814338122448	-0.0724637681159421	AllSoilM1M3-LowMelanM1	Burkholderia, Labrys	0	#A3A500
#A3A500	-0.508842524336921	-0.00724637681159421	AllSoilM1M3-LowMelanM1	Burkholderia, Mucilaginibacter	0	#A3A500
#A3A500	-0.774435149848216	0.144927536231884	AllSoilM1M3-LowMelanM1	Burkholderia, Mycobacterium	0	#A3A500
#A3A500	-0.59093497310745	0.144927536231884	AllSoilM1M3-LowMelanM1	Burkholderia, Paenibacillus	0	#A3A500
#A3A500	-0.402445312199633	-0.333333333333333	AllSoilM1M3-LowMelanM1	Burkholderia, Pedobacter	0	#A3A500
#A3A500	0.331386719805932	-0.206521739130435	AllSoilM1M3-LowMelanM1	Burkholderia, Pseudomonas	0	#A3A500
#A3A500	0.449383781533961	0.101449275362319	AllSoilM1M3-LowMelanM1	Burkholderia, Rhizobium	0	#A3A500
#A3A500	0.419740728608174	0.186594202898551	AllSoilM1M3-LowMelanM1	Burkholderia, Spartobacteria_genera_incertae_sedis	0	#A3A500
#A3A500	0.771609877942785	0.144927536231884	AllSoilM1M3-LowMelanM1	Burkholderia, Sphingomonas	0	#A3A500
#A3A500	-0.341604005544695	0.00362318840579712	AllSoilM1M3-LowMelanM1	Burkholderia, Absidia	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Burkholderia, Amphinema	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Burkholderia, Cenococcum	0	#A3A500
#A3A500	-0.328647604384868	-0.228260869565217	AllSoilM1M3-LowMelanM1	Burkholderia, Chaetomium	0	#A3A500
#A3A500	-0.194827865573882	0.53804347826087	AllSoilM1M3-LowMelanM1	Burkholderia, Inocybe	0	#A3A500
#A3A500	0.77608507371211	0.141304347826087	AllSoilM1M3-LowMelanM1	Burkholderia, Metarhizium	0	#A3A500
#A3A500	-0.0191357840955484	0.101449275362319	AllSoilM1M3-LowMelanM1	Burkholderia, Mortierella	0	#A3A500
#A3A500	-0.140985578792122	0.478260869565217	AllSoilM1M3-LowMelanM1	Burkholderia, Penicillium	0	#A3A500
#A3A500	-0.0967694071998755	0.409420289855072	AllSoilM1M3-LowMelanM1	Burkholderia, Phialocephala	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Burkholderia, Russula	0	#A3A500
#A3A500	0.250100472413155	0.202898550724638	AllSoilM1M3-LowMelanM1	Burkholderia, Tomentella	0	#A3A500
#A3A500	0.0977661536272333	-0.0742753623188406	AllSoilM1M3-LowMelanM1	Burkholderia, Trichoderma	0	#A3A500
#A3A500	-0.419795668467629	0.476449275362319	AllSoilM1M3-LowMelanM1	Burkholderia, Umbelopsis	0	#A3A500
#A3A500	-0.379098047656799	-0.588768115942029	AllSoilM1M3-LowMelanM1	Chitinophaga, Flavobacterium	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Chitinophaga, Gp6	0	#A3A500
#A3A500	0.506849117272294	-0.695652173913044	AllSoilM1M3-LowMelanM1	Chitinophaga, Labrys	0	#A3A500
#A3A500	0.129818258973833	-0.630434782608696	AllSoilM1M3-LowMelanM1	Chitinophaga, Mucilaginibacter	0	#A3A500
#A3A500	-0.653468787815107	-0.478260869565217	AllSoilM1M3-LowMelanM1	Chitinophaga, Mycobacterium	0	#A3A500
#A3A500	-0.242776056869313	-0.478260869565217	AllSoilM1M3-LowMelanM1	Chitinophaga, Paenibacillus	0	#A3A500
#A3A500	0.388386107739227	-0.956521739130435	AllSoilM1M3-LowMelanM1	Chitinophaga, Pedobacter	0	#A3A500
#A3A500	0.762334131331046	-0.829710144927536	AllSoilM1M3-LowMelanM1	Chitinophaga, Pseudomonas	0	#A3A500
#A3A500	0.307117558628501	-0.521739130434783	AllSoilM1M3-LowMelanM1	Chitinophaga, Rhizobium	0	#A3A500
#A3A500	-0.402092232112642	-0.436594202898551	AllSoilM1M3-LowMelanM1	Chitinophaga, Spartobacteria_genera_incertae_sedis	0	#A3A500
#A3A500	0.493730626250265	-0.478260869565217	AllSoilM1M3-LowMelanM1	Chitinophaga, Sphingomonas	0	#A3A500
#A3A500	0.315066519390833	-0.619565217391304	AllSoilM1M3-LowMelanM1	Chitinophaga, Absidia	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Chitinophaga, Amphinema	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Chitinophaga, Cenococcum	0	#A3A500
#A3A500	-0.308281480648368	-0.851449275362319	AllSoilM1M3-LowMelanM1	Chitinophaga, Chaetomium	0	#A3A500
#A3A500	-0.298630474503277	-0.0851449275362319	AllSoilM1M3-LowMelanM1	Chitinophaga, Inocybe	0	#A3A500
#A3A500	0.676188489114004	-0.481884057971015	AllSoilM1M3-LowMelanM1	Chitinophaga, Metarhizium	0	#A3A500
#A3A500	0.742165217500763	-0.521739130434783	AllSoilM1M3-LowMelanM1	Chitinophaga, Mortierella	0	#A3A500
#A3A500	-0.255769646334219	-0.144927536231884	AllSoilM1M3-LowMelanM1	Chitinophaga, Penicillium	0	#A3A500
#A3A500	0.592540254601724	-0.213768115942029	AllSoilM1M3-LowMelanM1	Chitinophaga, Phialocephala	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Chitinophaga, Russula	0	#A3A500
#A3A500	0.0825277749895774	-0.420289855072464	AllSoilM1M3-LowMelanM1	Chitinophaga, Tomentella	0	#A3A500
#A3A500	0.622424410589893	-0.697463768115942	AllSoilM1M3-LowMelanM1	Chitinophaga, Trichoderma	0	#A3A500
#A3A500	0.0633695361370156	-0.146739130434783	AllSoilM1M3-LowMelanM1	Chitinophaga, Umbelopsis	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Chitinophaga, Wilcoxina	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Flavobacterium, Gp16	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Flavobacterium, Gp6	0	#A3A500
#A3A500	-0.423529737654851	-0.327898550724638	AllSoilM1M3-LowMelanM1	Flavobacterium, Labrys	0	#A3A500
#A3A500	0.258866384643158	-0.26268115942029	AllSoilM1M3-LowMelanM1	Flavobacterium, Mucilaginibacter	0	#A3A500
#A3A500	0.200490619267021	-0.110507246376812	AllSoilM1M3-LowMelanM1	Flavobacterium, Mycobacterium	0	#A3A500
#A3A500	0.833735180729923	-0.110507246376812	AllSoilM1M3-LowMelanM1	Flavobacterium, Paenibacillus	0	#A3A500
#A3A500	0.350818764838699	-0.588768115942029	AllSoilM1M3-LowMelanM1	Flavobacterium, Pedobacter	0	#A3A500
#A3A500	-0.279336094643032	-0.461956521739131	AllSoilM1M3-LowMelanM1	Flavobacterium, Pseudomonas	0	#A3A500
#A3A500	-0.525058917281811	-0.153985507246377	AllSoilM1M3-LowMelanM1	Flavobacterium, Rhizobium	0	#A3A500
#A3A500	-0.744778358591786	-0.0688405797101449	AllSoilM1M3-LowMelanM1	Flavobacterium, Spartobacteria_genera_incertae_sedis	0	#A3A500
#A3A500	-0.40888496865745	-0.110507246376812	AllSoilM1M3-LowMelanM1	Flavobacterium, Sphingomonas	0	#A3A500
#A3A500	0.122104533593044	-0.251811594202899	AllSoilM1M3-LowMelanM1	Flavobacterium, Absidia	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Flavobacterium, Amphinema	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Flavobacterium, Cenococcum	0	#A3A500
#A3A500	0.399428106957971	-0.483695652173913	AllSoilM1M3-LowMelanM1	Flavobacterium, Chaetomium	0	#A3A500
#A3A500	-0.365356112934852	0.282608695652174	AllSoilM1M3-LowMelanM1	Flavobacterium, Inocybe	0	#A3A500
#A3A500	-0.308285695752273	-0.114130434782609	AllSoilM1M3-LowMelanM1	Flavobacterium, Metarhizium	0	#A3A500
#A3A500	0.215295498952069	-0.153985507246377	AllSoilM1M3-LowMelanM1	Flavobacterium, Mortierella	0	#A3A500
#A3A500	-0.124028710332966	0.222826086956522	AllSoilM1M3-LowMelanM1	Flavobacterium, Penicillium	0	#A3A500
#A3A500	0.378267604034097	0.153985507246377	AllSoilM1M3-LowMelanM1	Flavobacterium, Phialocephala	0	#A3A500
#A3A500	-0.538223400251581	-0.052536231884058	AllSoilM1M3-LowMelanM1	Flavobacterium, Tomentella	0	#A3A500
#A3A500	-0.0259804615135571	-0.329710144927536	AllSoilM1M3-LowMelanM1	Flavobacterium, Trichoderma	0	#A3A500
#A3A500	0.308265470751218	0.221014492753623	AllSoilM1M3-LowMelanM1	Flavobacterium, Umbelopsis	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Gp16, Gp6	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Gp16, Labrys	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Gp16, Mucilaginibacter	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Gp16, Mycobacterium	0	#A3A500
#A3A500	0	0	AllSoilM1M3-LowMelanM1	Gp16, Paenibacillus	0	#A3A500
