group	x	y
1	0.414370860545367	0.332587364921594
2	0.561626803782355	0.0839983500956164
3	0.437021707972381	0.705431261641528
4	0.473471536081621	0.461884652746341
5	0.544830648319517	0.305041517657416
6	0.616343588234649	0.305041517657416
7	0.501999727139895	0.377167996561026
8	0.488522369591684	0
9	0.473471536081621	0
10	0.561626803782355	0.54933134154177
11	0.387412599767087	0.395823003675287
12	0.544830648319517	0
13	0.456475931015927	0.515252011202997
14	0.501999727139895	0.252694713719861
15	0.488522369591684	0.57837657271326
16	0.354369693424355	0.0839983500956164
17	0.488522369591684	0.420598786438984
18	0.501999727139895	0.420598786438984
19	0.525274629356561	0
20	0.312151515133201	0.377167996561026
21	0.488522369591684	0.404466077142621
22	0.501999727139895	0.205124600569515
23	0.544830648319517	0.305041517657416
24	0.569197623546125	0.824573995093573
25	0.856613851970374	0.289368399027192
26	0.312151515133201	0.505707608813815
27	0.525274629356561	0
28	0.437021707972381	0.644193965975894
29	0.758003865714285	0.289368399027192
30	0.312151515133201	0
31	0.711276778419903	0.877325139338017
32	0.914056648507909	0.967878526792447
33	0.576300266928606	0.581727273919326
34	0.561626803782355	0.631570577168665
35	0.839573190125514	0.874734040675674
36	0.885602412031909	0.812416030066172
37	0.977222345897974	0.942368714918079
38	0	0.62895108322441
39	0.312151515133201	0.272056844342452
40	0.699651438233963	0.252694713719861
41	1	0.541352045547984
42	0.960391378914166	0.603743302001679
43	0.974762060275495	0
44	0.946148303585105	0.871234483230938
45	0.889730373845803	0.606702252115017
46	0.996744909264722	0.847123094382063
47	0.387412599767087	0.639236173022179
48	0.525274629356561	0.61533042949315
49	0.456475931015927	0.367046128305704
50	0.167520049417209	0
51	0	0.473829649844699
52	0.501999727139895	0
53	0.525274629356561	0.537237443646539
54	0.5141801086874	0.62895108322441
55	0.553528231746496	0.682188126884642
56	0.254691541143767	0.344852641909248
57	0.576300266928606	0.697959503120014
58	0.645418663649903	0.4956636000499
59	0.576300266928606	0.597693223013837
60	0.741728307373888	0
61	0.553528231746496	0.252694713719861
62	0.773340927418572	0
63	0.456475931015927	0.54933134154177
64	0.662060859535545	0.696050352032348
65	0.873524373206366	1
66	0.827221581172996	0.714421767236718
67	0.501999727139895	0.272056844342452
68	0.312151515133201	0.606702252115017
69	0.822861769871483	0.356303279839189
