group	x	y
1	0.96609367890142	0.468293155057852
2	0.932231304085079	0.314545954371506
3	0.912132473051584	0.339828549235051
4	0.942547840275888	0.416009076885506
5	0.975644976017684	0.46135486188661
6	0.931374225674309	0.342818866479405
7	0.913107334130004	0.423211034193552
8	0.977231267089767	0.421708486951274
9	1	0.438575265605528
10	0.963692953504624	0.360547244501107
11	0.948026992333054	0.366510154210239
12	0.944527951865818	0.332197421608259
13	0.897230767600151	0.575521219379456
14	0.935611086914957	0.422460654297225
15	0.936028211792997	0.496571348702786
16	0.967448268688567	0.489245858578122
17	0.915516962933235	0.547658169505795
18	0.969789417486609	0.358686097065705
19	0.969789417486609	0.411762254778048
20	0.913107334130004	0.519993439745298
21	0.930079281809388	0.431715511245522
22	0.933930792166526	0.400275816152377
23	0.970120868826804	0.332197421608259
24	0.264675682239085	0.748272398425
25	0.669817776508888	0.579947978195509
26	0	0.69024294719001
27	0.294218169166321	0.637623103972526
28	0.228397471926516	0.761880081554784
29	0	0.538019108186599
30	0	0.765730450245497
31	0	0.319486593817544
32	0	0.400275816152377
33	0.418519356586287	0.578231965326379
34	0	0.721970485021696
35	0.540309155356064	0.646559495088466
36	0.430350209425705	0.666978364483274
37	0	0.237122112926064
38	0	0.0206239611318913
39	0.114851611874208	0.311195224604436
40	0	0.0568197602312151
41	0	0
42	0	0.174502885826304
43	0	0.0921930631581542
44	0.65448848748125	0.237917057965809
45	0	0.64189986979043
46	0	0.0487057811166139
47	0.451631148335354	0.846047202532187
48	0.181429232310509	0.856842552032749
49	0	0.866047467362141
50	0.461277451365202	0.69120498604831
51	0.319126760378132	0.795928855887364
52	0.470363396684955	0.86407641534892
53	0	0.850099826442979
54	0.502194414734327	0.737661388474545
55	0.540309155356064	0.611544875163434
56	0	0.685404739247085
57	0.340652425293117	0.671800389100659
58	0.405724804821597	0.76489569998871
59	0.551185349553562	0.231460888440453
60	0.551185349553562	0.640620961076375
61	0.588356495026801	0.604204412308297
62	0.534571092612982	0.270714907053553
63	0	0.640834356317327
64	0.359600090280537	0.939395737312837
65	0	0.648242497783962
66	0.319126760378132	0.213333643476234
67	0.534571092612982	1
68	0.319126760378132	0.791484824997231
69	0.451631148335354	0.559391085342594
