group	x	y
1	0	0.332587364921594
2	0	0.0839983500956164
3	0	0.705431261641528
4	0	0.461884652746341
5	0	0.305041517657416
6	0	0.305041517657416
7	0	0.377167996561026
8	0	0
9	0	0
10	0	0.54933134154177
11	0	0.395823003675287
12	0	0
13	0	0.515252011202997
14	0	0.252694713719861
15	0	0.57837657271326
16	0	0.0839983500956164
17	0	0.420598786438984
18	0	0.420598786438984
19	0	0
20	0	0.377167996561026
21	0	0.404466077142621
22	0	0.205124600569515
23	0	0.305041517657416
24	0	0.824573995093573
25	0.887910652814318	0.289368399027192
26	0	0.505707608813815
27	0.6079748591874	0
28	0.302618446403318	0.644193965975894
29	0	0.289368399027192
30	0	0
31	0.928964854448595	0.877325139338017
32	0.811193042866578	0.967878526792447
33	0.780769830582829	0.581727273919326
34	0	0.631570577168665
35	0.922650027609834	0.874734040675674
36	0.886818686473157	0.812416030066172
37	0.95136610733503	0.942368714918079
38	0.856818846773457	0.62895108322441
39	0.378418056707061	0.272056844342452
40	0.956659339332512	0.252694713719861
41	0.965988552055619	0.541352045547984
42	0.891776965351358	0.603743302001679
43	0.966870222820133	0
44	0.976341799025164	0.871234483230938
45	0.878120612496235	0.606702252115017
46	0.874150865238919	0.847123094382063
47	0	0.639236173022179
48	0	0.61533042949315
49	0	0.367046128305704
50	0	0
51	0	0.473829649844699
52	0.264774180505447	0
53	0	0.537237443646539
54	0.766821691226257	0.62895108322441
55	0.750192180357914	0.682188126884642
56	0	0.344852641909248
57	0.648560364906515	0.697959503120014
58	0.588894312343163	0.4956636000499
59	0.863169803508457	0.597693223013837
60	0.971301051867777	0
61	0.610849937848209	0.252694713719861
62	0.77330226397427	0
63	0.926124704825211	0.54933134154177
64	0.760422756848278	0.696050352032348
65	0.927221074700569	1
66	1	0.714421767236718
67	0.512079181877226	0.272056844342452
68	0.640340667320619	0.606702252115017
69	0.757351538915335	0.356303279839189
