group	x	y
1	0.335349891978455	0.468293155057852
2	0.387808385164295	0.314545954371506
3	0	0.339828549235051
4	0.442239196475606	0.416009076885506
5	0.417183043583323	0.46135486188661
6	0.283463308985389	0.342818866479405
7	0.459971948484707	0.423211034193552
8	0.613636441153144	0.421708486951274
9	0.400177637217716	0.438575265605528
10	0.514137848780769	0.360547244501107
11	0.476084851767384	0.366510154210239
12	0.343959803630027	0.332197421608259
13	0.40603748771038	0.575521219379456
14	0.306317174271455	0.422460654297225
15	0.387808385164295	0.496571348702786
16	0.526220027151911	0.489245858578122
17	0.417183043583323	0.547658169505795
18	0.343959803630027	0.358686097065705
19	0.636335116182083	0.411762254778048
20	0.455703779352738	0.519993439745298
21	0.487281517687607	0.431715511245522
22	0.545638534247684	0.400275816152377
23	0.537562342982318	0.332197421608259
24	0.0739787927576595	0.748272398425
25	0.932384301865351	0.579947978195509
26	0	0.69024294719001
27	0.154174431267685	0.637623103972526
28	0	0.761880081554784
29	0.154174431267685	0.538019108186599
30	0	0.765730450245497
31	0.707902540572062	0.319486593817544
32	0.464139380452301	0.400275816152377
33	0.494376854262558	0.578231965326379
34	0	0.721970485021696
35	0.886421194140399	0.646559495088466
36	0.760181287878849	0.666978364483274
37	0.810336900146579	0.237122112926064
38	0.699599930139508	0.0206239611318913
39	0.387808385164295	0.311195224604436
40	0.577122363847716	0.0568197602312151
41	0.808155509718983	0
42	0.545638534247684	0.174502885826304
43	0.946054604016749	0.0921930631581542
44	0.843877471688677	0.237917057965809
45	0.680605551150192	0.64189986979043
46	0.869778434131199	0.0487057811166139
47	0	0.846047202532187
48	0	0.856842552032749
49	0	0.866047467362141
50	0.335349891978455	0.69120498604831
51	0	0.795928855887364
52	0.721412084257051	0.86407641534892
53	0	0.850099826442979
54	0.181399345848635	0.737661388474545
55	0.490864018734952	0.611544875163434
56	0	0.685404739247085
57	0.343959803630027	0.671800389100659
58	0.501204660392383	0.76489569998871
59	0.825037585388595	0.231460888440453
60	0.983995757833245	0.640620961076375
61	0.61730244357793	0.604204412308297
62	0.940761980193278	0.270714907053553
63	0.761992489801348	0.640834356317327
64	0.979826650393188	0.939395737312837
65	0.791467449514424	0.648242497783962
66	0.74216995205674	0.213333643476234
67	1	1
68	0	0.791484824997231
69	0.976297390399458	0.559391085342594
